"state","city","tourist_place","category","date_recorded","altitude","climate_type","season","climate_change_risk","rainfall_mm"
"Telangana","Hyderabad","Golconda Fort","Fort","3/15/2023","3031","Humid","Winter","Moderate","200"
"Gujarat","Somnath","Somnath Temple","Temple","11/18/2023","3132","Tropical","Monsoon","Moderate","46"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","1/22/2023","2034","Hot-Dry","Summer","Low","87"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","6/18/2023","1390","Tropical","Monsoon","High","33"
"Andaman & Nicobar","Andaman","Radhanagar Beach","Beach","8/22/2023","3115","Cold","Summer","High","188"
"Sikkim","Gangtok","Tsomgo Lake","Lake","3/29/2023","2975","Hot-Dry","Monsoon","Low","170"
"Meghalaya","Shillong","Living Root Bridges","Nature","10/1/2023","768","Hot-Dry","Winter","Moderate","270"
"Rajasthan","Jaipur","Hawa Mahal","Monument","2/16/2023","1022","Mountain","Winter","Moderate","332"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","9/1/2023","2641","Mountain","Monsoon","High","52"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","11/6/2023","1595","Tropical","Summer","Moderate","47"
"Uttar Pradesh","Agra","Agra Fort","Monument","8/30/2023","1966","Mountain","Monsoon","Moderate","306"
"Maharashtra","Mumbai","Marine Drive","Coastal","2/15/2023","1507","Tropical","Summer","Moderate","134"
"Karnataka","Hampi","Virupaksha Temple","Temple","9/23/2023","174","Tropical","Winter","Moderate","101"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","5/2/2023","1878","Humid","Summer","High","341"
"Rajasthan","Udaipur","City Palace","Palace","7/21/2023","1926","Tropical","Monsoon","High","151"
"Rajasthan","Jaipur","Amber Fort","Fort","4/9/2023","2901","Mountain","Summer","Low","132"
"Telangana","Hyderabad","Charminar","Monument","11/20/2023","3544","Humid","Winter","Low","224"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","2/12/2023","1355","Humid","Summer","High","291"
"Goa","Goa","Baga Beach","Beach","10/15/2023","1798","Tropical","Summer","Low","117"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","8/6/2023","2446","Humid","Summer","Low","306"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","8/29/2023","986","Mountain","Monsoon","Moderate","2"
"Himachal Pradesh","Manali","Rohtang Pass","Mountain","11/25/2023","1745","Mountain","Monsoon","High","41"
"Odisha","Puri","Jagannath Temple","Temple","2/8/2023","3363","Mountain","Winter","Low","142"
"Delhi","Delhi","Red Fort","Fort","11/12/2023","3121","Mountain","Summer","High","170"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","2/25/2023","1140","Humid","Winter","Moderate","20"
"Maharashtra","Pune","Shaniwar Wada","Fort","6/23/2023","2757","Mountain","Summer","Moderate","398"
"Tamil Nadu","Chennai","Marina Beach","Beach","8/21/2023","3652","Cold","Winter","High","132"
"Arunachal Pradesh","Tawang","Tawang Monastery","Temple","7/23/2023","883","Mountain","Monsoon","Low","40"
"Andaman & Nicobar","Andaman","Radhanagar Beach","Beach","11/5/2023","1684","Cold","Monsoon","Moderate","225"
"Ladakh","Leh","Pangong Lake","Lake","5/13/2023","2624","Hot-Dry","Winter","Low","275"
"Maharashtra","Aurangabad","Ajanta Caves","Heritage","1/10/2023","2022","Humid","Winter","High","197"
"Sikkim","Gangtok","Tsomgo Lake","Lake","2/12/2023","2338","Humid","Winter","High","400"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","1/1/2024","1190","Hot-Dry","Summer","Moderate","95"
"Uttar Pradesh","Agra","Taj Mahal","Monument","2/23/2023","2400","Tropical","Monsoon","High","260"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","6/30/2023","507","Humid","Monsoon","High","278"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","12/17/2023","1017","Mountain","Winter","Low","94"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","9/21/2023","77","Tropical","Summer","Moderate","268"
"Karnataka","Hampi","Virupaksha Temple","Temple","9/17/2023","1736","Mountain","Winter","High","281"
"Rajasthan","Jaipur","Amber Fort","Fort","2/11/2023","3997","Mountain","Monsoon","Moderate","159"
"Andaman & Nicobar","Andaman","Radhanagar Beach","Beach","4/20/2023","766","Cold","Winter","High","15"
"Maharashtra","Aurangabad","Ajanta Caves","Heritage","8/16/2023","3223","Tropical","Winter","High","209"
"Maharashtra","Pune","Shaniwar Wada","Fort","7/25/2023","3411","Hot-Dry","Winter","Low","288"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","10/13/2023","988","Tropical","Summer","Low","157"
"Meghalaya","Shillong","Living Root Bridges","Nature","3/7/2023","3527","Tropical","Summer","Low","236"
"Sikkim","Gangtok","Tsomgo Lake","Lake","7/8/2023","1100","Hot-Dry","Winter","Low","35"
"Himachal Pradesh","Manali","Rohtang Pass","Mountain","11/13/2023","2333","Mountain","Winter","Low","111"
"Delhi","Delhi","India Gate","Monument","2/1/2023","2898","Humid","Summer","Low","188"
"Lakshadweep","Lakshadweep","Agatti Island","Island","11/17/2023","3868","Hot-Dry","Winter","Low","66"
"Uttar Pradesh","Agra","Taj Mahal","Monument","4/21/2023","1574","Hot-Dry","Monsoon","Moderate","61"
"Telangana","Hyderabad","Golconda Fort","Fort","7/10/2023","3275","Mountain","Monsoon","Moderate","24"
"Maharashtra","Aurangabad","Ajanta Caves","Heritage","5/8/2023","2648","Hot-Dry","Monsoon","Low","44"
"Rajasthan","Udaipur","City Palace","Palace","6/4/2023","14","Humid","Monsoon","Low","51"
"Delhi","Delhi","India Gate","Monument","2/1/2023","1538","Cold","Summer","Low","250"
"Gujarat","Ahmedabad","Sabarmati Ashram","Heritage","7/3/2023","1979","Mountain","Monsoon","Moderate","134"
"Uttarakhand","Haridwar","Har Ki Pauri","Temple","8/18/2023","2575","Tropical","Monsoon","High","372"
"Maharashtra","Mumbai","Gateway of India","Monument","5/31/2023","2322","Hot-Dry","Winter","Moderate","100"
"Delhi","Delhi","India Gate","Monument","8/27/2023","1042","Humid","Monsoon","High","65"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","11/18/2023","329","Humid","Winter","Low","161"
"Tamil Nadu","Chennai","Marina Beach","Beach","4/16/2023","3502","Hot-Dry","Monsoon","High","293"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","5/1/2023","3340","Hot-Dry","Summer","Low","93"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","3/20/2023","2998","Cold","Summer","Low","324"
"Rajasthan","Jaipur","Amber Fort","Fort","12/15/2023","3063","Tropical","Monsoon","Moderate","44"
"Odisha","Konark","Sun Temple","Temple","7/6/2023","382","Mountain","Monsoon","High","42"
"Maharashtra","Aurangabad","Ajanta Caves","Heritage","11/13/2023","3822","Cold","Monsoon","High","31"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","8/20/2023","1218","Humid","Monsoon","Low","296"
"Karnataka","Mysore","Mysore Palace","Palace","5/13/2023","3772","Hot-Dry","Monsoon","High","132"
"Maharashtra","Mumbai","Marine Drive","Coastal","7/30/2023","2494","Mountain","Monsoon","Low","2"
"Telangana","Hyderabad","Charminar","Monument","3/7/2023","1680","Tropical","Summer","High","94"
"Rajasthan","Udaipur","City Palace","Palace","12/11/2023","3885","Hot-Dry","Summer","Moderate","357"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","8/6/2023","1416","Cold","Summer","High","302"
"Telangana","Hyderabad","Charminar","Monument","3/30/2023","3900","Tropical","Monsoon","Low","333"
"Andhra Pradesh","Tirupati","Tirumala Temple","Temple","12/15/2023","3123","Humid","Monsoon","Low","324"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","3/6/2023","396","Humid","Monsoon","High","217"
"West Bengal","Kolkata","Howrah Bridge","Bridge","12/20/2023","2898","Tropical","Summer","High","258"
"Sikkim","Gangtok","Tsomgo Lake","Lake","4/3/2023","1439","Humid","Summer","High","207"
"Himachal Pradesh","Manali","Rohtang Pass","Mountain","1/5/2023","2656","Tropical","Winter","Low","286"
"Rajasthan","Jaipur","Amber Fort","Fort","9/8/2023","2610","Cold","Summer","Moderate","66"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","8/2/2023","1903","Hot-Dry","Summer","High","141"
"Tamil Nadu","Chennai","Marina Beach","Beach","3/30/2023","114","Cold","Monsoon","Moderate","236"
"Madhya Pradesh","Khajuraho","Khajuraho Temples","Temple","6/19/2023","2374","Humid","Monsoon","High","99"
"Uttar Pradesh","Agra","Agra Fort","Monument","3/19/2023","1751","Hot-Dry","Summer","High","77"
"Rajasthan","Jaipur","Hawa Mahal","Monument","6/18/2023","478","Tropical","Monsoon","Moderate","4"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","8/25/2023","1825","Cold","Monsoon","Low","0"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","12/23/2023","2491","Hot-Dry","Winter","High","254"
"Kerala","Kochi","Fort Kochi","Heritage","7/9/2023","2227","Mountain","Monsoon","High","309"
"Maharashtra","Pune","Shaniwar Wada","Fort","10/26/2023","2079","Cold","Monsoon","Moderate","30"
"Andhra Pradesh","Tirupati","Tirumala Temple","Temple","10/12/2023","932","Hot-Dry","Winter","Low","77"
"Andhra Pradesh","Tirupati","Tirumala Temple","Temple","1/17/2023","3702","Hot-Dry","Monsoon","Low","151"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","5/23/2023","2752","Mountain","Winter","Moderate","2"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","9/26/2023","3100","Hot-Dry","Summer","Low","94"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","9/3/2023","1635","Mountain","Monsoon","Low","268"
"Meghalaya","Shillong","Living Root Bridges","Nature","10/15/2023","2615","Humid","Summer","High","184"
"Uttar Pradesh","Agra","Agra Fort","Monument","1/8/2023","3250","Tropical","Summer","High","176"
"Lakshadweep","Lakshadweep","Agatti Island","Island","11/24/2023","3061","Cold","Summer","Low","105"
"Delhi","Delhi","India Gate","Monument","3/15/2023","448","Tropical","Summer","Low","349"
"Maharashtra","Mumbai","Gateway of India","Monument","8/19/2023","2861","Mountain","Summer","Moderate","147"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","1/29/2023","447","Hot-Dry","Monsoon","Moderate","114"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","5/24/2023","3686","Cold","Winter","Low","226"
"Uttarakhand","Haridwar","Har Ki Pauri","Temple","5/9/2023","2633","Tropical","Winter","High","44"
"Lakshadweep","Lakshadweep","Agatti Island","Island","11/24/2023","3885","Hot-Dry","Winter","Low","165"
"West Bengal","Kolkata","Victoria Memorial","Monument","8/9/2023","2729","Hot-Dry","Winter","High","101"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","4/29/2023","1822","Humid","Summer","High","169"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","12/28/2023","811","Hot-Dry","Monsoon","High","215"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","7/29/2023","2993","Humid","Monsoon","Moderate","281"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","1/21/2023","2703","Hot-Dry","Monsoon","Moderate","387"
"Rajasthan","Jaipur","Hawa Mahal","Monument","3/2/2023","2056","Hot-Dry","Monsoon","High","131"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","9/10/2023","2170","Mountain","Summer","Low","43"
"Goa","Goa","Baga Beach","Beach","11/19/2023","1579","Hot-Dry","Summer","Moderate","299"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","12/30/2023","946","Tropical","Winter","High","138"
"Punjab","Amritsar","Golden Temple","Temple","5/3/2023","1083","Humid","Summer","Low","62"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","11/23/2023","1329","Tropical","Summer","Moderate","22"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","11/25/2023","2030","Cold","Summer","Moderate","174"
"Rajasthan","Jaipur","Amber Fort","Fort","1/1/2024","2632","Cold","Monsoon","Low","106"
"Karnataka","Mysore","Mysore Palace","Palace","12/25/2023","1510","Mountain","Summer","Low","95"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","3/20/2023","1051","Mountain","Summer","High","312"
"Sikkim","Gangtok","Tsomgo Lake","Lake","7/6/2023","3814","Mountain","Monsoon","Moderate","270"
"Lakshadweep","Lakshadweep","Agatti Island","Island","11/17/2023","2592","Hot-Dry","Winter","Moderate","314"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","5/9/2023","524","Cold","Summer","Moderate","231"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","1/23/2023","2380","Mountain","Winter","Low","264"
"Maharashtra","Mumbai","Marine Drive","Coastal","12/3/2023","2673","Mountain","Winter","Low","47"
"Uttar Pradesh","Agra","Agra Fort","Monument","4/22/2023","108","Humid","Summer","Low","378"
"Odisha","Puri","Jagannath Temple","Temple","8/18/2023","3158","Hot-Dry","Winter","High","271"
"Maharashtra","Pune","Shaniwar Wada","Fort","2/10/2023","674","Mountain","Summer","Moderate","318"
"Karnataka","Hampi","Virupaksha Temple","Temple","8/18/2023","3736","Cold","Summer","Moderate","350"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","11/16/2023","2781","Mountain","Summer","Low","26"
"Rajasthan","Jaipur","Amber Fort","Fort","4/21/2023","128","Hot-Dry","Winter","Low","136"
"Goa","Goa","Baga Beach","Beach","5/7/2023","3325","Tropical","Winter","High","297"
"Gujarat","Somnath","Somnath Temple","Temple","4/21/2023","1544","Cold","Monsoon","High","301"
"Karnataka","Hampi","Virupaksha Temple","Temple","3/3/2023","1249","Hot-Dry","Winter","Moderate","357"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","3/4/2023","799","Tropical","Winter","Low","3"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","10/14/2023","3223","Humid","Summer","Moderate","226"
"Gujarat","Ahmedabad","Sabarmati Ashram","Heritage","12/29/2023","2434","Humid","Winter","Low","341"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","10/27/2023","2511","Humid","Monsoon","Moderate","196"
"Punjab","Amritsar","Golden Temple","Temple","9/9/2023","2558","Hot-Dry","Winter","Low","286"
"Delhi","Delhi","India Gate","Monument","4/9/2023","3913","Tropical","Winter","High","159"
"Madhya Pradesh","Khajuraho","Khajuraho Temples","Temple","2/1/2023","1192","Mountain","Monsoon","Low","85"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","12/17/2023","1587","Tropical","Monsoon","High","113"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","3/22/2023","2352","Tropical","Monsoon","Low","268"
"Karnataka","Hampi","Virupaksha Temple","Temple","1/13/2023","3750","Humid","Winter","Moderate","57"
"Goa","Goa","Calangute Beach","Beach","10/19/2023","1606","Humid","Summer","Moderate","38"
"Gujarat","Somnath","Somnath Temple","Temple","2/26/2023","2912","Humid","Summer","Low","395"
"Sikkim","Gangtok","Tsomgo Lake","Lake","7/31/2023","3389","Hot-Dry","Winter","Moderate","299"
"Uttarakhand","Haridwar","Har Ki Pauri","Temple","3/22/2023","3475","Hot-Dry","Monsoon","Low","165"
"Maharashtra","Mumbai","Gateway of India","Monument","6/4/2023","2146","Tropical","Summer","Moderate","385"
"Madhya Pradesh","Khajuraho","Khajuraho Temples","Temple","2/23/2023","2268","Tropical","Winter","High","332"
"Karnataka","Mysore","Mysore Palace","Palace","10/14/2023","1986","Mountain","Monsoon","Low","206"
"Karnataka","Mysore","Mysore Palace","Palace","1/1/2023","2732","Tropical","Summer","Low","277"
"Sikkim","Gangtok","Tsomgo Lake","Lake","12/21/2023","3414","Cold","Monsoon","Moderate","223"
"Delhi","Delhi","Red Fort","Fort","7/16/2023","3955","Mountain","Summer","High","381"
"Karnataka","Mysore","Mysore Palace","Palace","4/14/2023","2072","Tropical","Monsoon","High","276"
"Gujarat","Somnath","Somnath Temple","Temple","3/29/2023","2575","Tropical","Winter","Moderate","386"
"Ladakh","Leh","Pangong Lake","Lake","5/8/2023","1431","Cold","Summer","High","247"
"Tamil Nadu","Chennai","Marina Beach","Beach","4/13/2023","1152","Tropical","Monsoon","Low","201"
"Goa","Goa","Calangute Beach","Beach","11/28/2023","1460","Tropical","Monsoon","High","226"
"Odisha","Konark","Sun Temple","Temple","12/10/2023","2118","Hot-Dry","Winter","Moderate","298"
"Gujarat","Ahmedabad","Sabarmati Ashram","Heritage","5/12/2023","454","Humid","Summer","Moderate","147"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","3/22/2023","3935","Hot-Dry","Summer","Moderate","207"
"Kerala","Kochi","Fort Kochi","Heritage","4/28/2023","693","Hot-Dry","Winter","High","291"
"Goa","Goa","Calangute Beach","Beach","1/29/2023","1565","Mountain","Summer","High","325"
"Gujarat","Ahmedabad","Sabarmati Ashram","Heritage","11/10/2023","3997","Tropical","Monsoon","Low","32"
"Maharashtra","Aurangabad","Ajanta Caves","Heritage","10/10/2023","2108","Mountain","Summer","Low","359"
"Meghalaya","Shillong","Living Root Bridges","Nature","6/18/2023","3912","Cold","Monsoon","Moderate","336"
"Rajasthan","Udaipur","City Palace","Palace","4/23/2023","3307","Mountain","Monsoon","Moderate","101"
"Lakshadweep","Lakshadweep","Agatti Island","Island","5/19/2023","1116","Mountain","Summer","High","363"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","1/31/2023","1190","Hot-Dry","Winter","Moderate","332"
"Maharashtra","Mumbai","Marine Drive","Coastal","11/22/2023","600","Tropical","Monsoon","Low","326"
"Meghalaya","Shillong","Living Root Bridges","Nature","1/29/2023","1615","Cold","Winter","Moderate","84"
"Meghalaya","Shillong","Living Root Bridges","Nature","12/17/2023","2962","Tropical","Winter","Low","118"
"Uttarakhand","Haridwar","Har Ki Pauri","Temple","6/30/2023","2863","Hot-Dry","Winter","Low","244"
"Meghalaya","Shillong","Living Root Bridges","Nature","4/16/2023","2063","Tropical","Monsoon","Low","321"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","1/24/2023","1563","Tropical","Winter","Low","13"
"Uttar Pradesh","Agra","Agra Fort","Monument","1/23/2023","2590","Tropical","Summer","Low","121"
"Delhi","Delhi","Red Fort","Fort","8/5/2023","2099","Humid","Summer","Low","88"
"Punjab","Amritsar","Golden Temple","Temple","4/6/2023","1794","Humid","Monsoon","Moderate","394"
"Punjab","Amritsar","Golden Temple","Temple","8/23/2023","2354","Hot-Dry","Summer","Moderate","131"
"Uttar Pradesh","Agra","Taj Mahal","Monument","11/2/2023","1484","Humid","Summer","Low","247"
"Telangana","Hyderabad","Charminar","Monument","11/3/2023","2398","Cold","Winter","High","179"
"Tamil Nadu","Ooty","Ooty Lake","Hill Station","9/7/2023","3004","Hot-Dry","Winter","Moderate","16"
"Delhi","Delhi","Red Fort","Fort","6/22/2023","3515","Mountain","Summer","Moderate","107"
